Dec 08 18:09:48.025 VTTY: Console port: waiting connection on tcp port 5002 for protocol IPv4 (FD 9)
Dec 08 18:09:48.026 slot0: C/H/S settings = 0/4/32
Dec 08 18:09:48.026 slot1: C/H/S settings = 0/4/32
Dec 08 18:09:48.231 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa72bc,JIT on)
Dec 08 18:09:48.231 CPU0: CPU_STATE: Starting CPU (old state=2)...
Dec 08 18:09:48.427 ROM: Microcode has started.
Dec 08 18:09:48.433 ROM: trying to read bootvar 'WARM_REBOOT'
Dec 08 18:09:48.436 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a9d228 (size=1)
Dec 08 18:09:48.436 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9d23c (size=1)
Dec 08 18:09:48.545 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026eef8 (size=2)
Dec 08 18:09:48.547 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60276800 (size=2)
Dec 08 18:09:48.547 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60276810 (size=2)
Dec 08 18:09:48.547 ROM: unhandled syscall 0x00000047 at pc=0x60a9e9bc (a1=0x80007dac,a2=0x00000010,a3=0xbfb00000)
Dec 08 18:09:49.087 ROM: trying to read bootvar 'RANDOM_NUM'
Dec 08 18:09:49.107 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60283d28 (size=2)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.871 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.873 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.873 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.873 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676bf0 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000002 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60676f6c (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.880 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.880 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x6067697c (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.881 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.881 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.881 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.881 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676bf0 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000002 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60676f6c (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.883 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.883 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x6067697c (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.884 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.884 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.884 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.884 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676bf0 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000002 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60676f6c (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.938 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.938 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x6067697c (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.939 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.940 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.940 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.940 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:53.118 CPU0: JIT: flushing data structures (compiled pages=1104)
Dec 08 18:09:53.357 CPU0: JIT: partial JIT flush (count=917)
Dec 08 18:09:53.812 ROM: trying to read bootvar 'PMDEBUG'
Dec 08 18:09:53.818 ROM: trying to read bootvar 'MONDEBUG'
Dec 08 18:09:54.125 CPU0: JIT: flushing data structures (compiled pages=1358)
Dec 08 18:09:54.249 ROM: unhandled syscall 0x0000001a at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Dec 08 18:09:54.250 ROM: unhandled syscall 0x00000009 at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Dec 08 18:09:54.367 CPU0: JIT: partial JIT flush (count=888)
Dec 08 18:09:54.511 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:54.511 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:54.512 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:54.513 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:54.513 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.513 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:54.513 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.517 NM-4T(2): channel 0 disabled
Dec 08 18:09:54.518 NM-4T(2): channel 1 disabled
Dec 08 18:09:54.518 NM-4T(2): channel 2 disabled
Dec 08 18:09:54.519 NM-4T(2): channel 3 disabled
