Dec 08 18:09:48.024 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv4 (FD 9)
Dec 08 18:09:48.025 slot0: C/H/S settings = 0/4/32
Dec 08 18:09:48.025 slot1: C/H/S settings = 0/4/32
Dec 08 18:09:48.231 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa72bc,JIT on)
Dec 08 18:09:48.231 CPU0: CPU_STATE: Starting CPU (old state=2)...
Dec 08 18:09:48.426 ROM: Microcode has started.
Dec 08 18:09:48.433 ROM: trying to read bootvar 'WARM_REBOOT'
Dec 08 18:09:48.435 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a9d228 (size=1)
Dec 08 18:09:48.435 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9d23c (size=1)
Dec 08 18:09:48.545 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026eef8 (size=2)
Dec 08 18:09:48.547 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60276800 (size=2)
Dec 08 18:09:48.547 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60276810 (size=2)
Dec 08 18:09:48.547 ROM: unhandled syscall 0x00000047 at pc=0x60a9e9bc (a1=0x80007dac,a2=0x00000010,a3=0xbfb00000)
Dec 08 18:09:49.087 ROM: trying to read bootvar 'RANDOM_NUM'
Dec 08 18:09:49.107 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60283d28 (size=2)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.888 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.889 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.889 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.889 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676bf0 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000002 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60676f6c (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.942 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x6067697c (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce5c (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000008 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce78 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000002 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069ced4 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cedc, value=0x00000001 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cef0 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc74 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc7c, value=0x00000000 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc90 (size=1)
Dec 08 18:09:52.943 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000001 (size=1)
Dec 08 18:09:52.944 NM-1FE-TX(1): fetching init block at address 0x0f818920
Dec 08 18:09:52.944 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Dec 08 18:09:52.944 NM-1FE-TX(1): CSR0 = 0x0101
Dec 08 18:09:53.122 CPU0: JIT: flushing data structures (compiled pages=1104)
Dec 08 18:09:53.364 CPU0: JIT: partial JIT flush (count=917)
Dec 08 18:09:53.825 ROM: trying to read bootvar 'PMDEBUG'
Dec 08 18:09:53.831 ROM: trying to read bootvar 'MONDEBUG'
Dec 08 18:09:54.142 CPU0: JIT: flushing data structures (compiled pages=1358)
Dec 08 18:09:54.264 ROM: unhandled syscall 0x0000001a at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Dec 08 18:09:54.264 ROM: unhandled syscall 0x00000009 at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Dec 08 18:09:54.379 CPU0: JIT: partial JIT flush (count=888)
Dec 08 18:09:54.522 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:54.522 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.522 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
Dec 08 18:09:54.522 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
Dec 08 18:09:54.522 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676e14 (size=1)
Dec 08 18:09:54.522 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000000 (size=1)
Dec 08 18:09:54.523 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60677028 (size=1)
Dec 08 18:09:54.523 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000010 (size=1)
Dec 08 18:09:54.524 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccb0 (size=1)
Dec 08 18:09:54.524 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.524 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ccc4 (size=1)
Dec 08 18:09:54.524 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000000 (size=1)
Dec 08 18:09:54.526 NM-4T(2): channel 0 disabled
Dec 08 18:09:54.527 NM-4T(2): channel 1 disabled
Dec 08 18:09:54.528 NM-4T(2): channel 2 disabled
Dec 08 18:09:54.528 NM-4T(2): channel 3 disabled
Dec 08 18:09:54.536 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x608192f4 (size=2)
Dec 08 18:09:54.536 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x608192fc (size=2)
Dec 08 18:09:54.552 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Dec 08 18:09:54.807 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:54.807 ROM: trying to set bootvar 'BSI=0'
Dec 08 18:09:54.807 ROM: trying to read bootvar 'RET_2_RCALTS'
Dec 08 18:09:54.807 ROM: trying to set bootvar 'RET_2_RCALTS='
Dec 08 18:09:54.820 CPU0: JIT: flushing data structures (compiled pages=1357)
Dec 08 18:09:54.830 ROM: trying to read bootvar 'RANDOM_NUM'
Dec 08 18:09:55.286 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:55.924 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:56.153 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:56.719 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:57.308 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:57.923 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:58.512 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:59.009 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:09:59.563 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:00.207 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:00.762 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:01.290 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:01.904 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:02.519 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:03.132 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:03.747 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:04.330 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:04.976 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:05.563 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:06.182 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:06.494 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:06.899 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:07.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:07.845 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:08.176 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:08.582 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:08.968 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:09.479 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:09.819 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:10.225 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:10.609 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:11.027 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:11.439 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:11.824 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:12.228 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:12.686 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:13.119 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:13.505 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:13.890 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:14.494 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:15.109 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:15.753 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:16.368 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:16.983 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:17.568 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:18.182 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:18.796 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:19.411 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:19.965 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:20.579 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:21.193 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:21.807 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:22.422 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:23.036 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:23.651 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:24.266 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:24.850 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:25.465 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:26.077 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:26.689 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:27.304 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:27.918 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:28.532 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:29.146 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:29.730 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:30.375 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:30.958 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:31.573 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:32.157 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:32.768 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:33.353 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:33.908 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:34.524 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:35.138 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:35.758 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:36.383 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:36.966 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:37.581 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:38.196 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:38.811 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:39.425 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:40.040 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:40.655 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:41.269 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:41.853 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:42.497 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:43.080 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:43.693 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:44.246 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:44.860 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:45.475 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:46.089 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:46.703 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:47.318 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:47.932 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:48.547 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:49.161 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:49.776 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:50.388 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:51.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:51.616 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:52.230 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:52.845 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:53.459 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:54.044 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:54.688 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:55.273 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:55.741 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:56.146 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:56.642 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:57.228 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:57.783 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:58.368 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:59.013 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:10:59.597 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:11:00.211 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:11:00.826 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:11:01.440 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Dec 08 18:11:02.055 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
